AF007--D6	- Comoro 
AF008--FT8W	- Crozet 
AF009--FR/E	- Europa 
AF010--3C	- Bioko 
AF011--FR/G	- Glorioso 
AF012--FR/J	- Juan de Nova 
AF013--5R	- Madagascar 
AF014--CT3	- Madeira 
AF015--3B7	- St. Brandon 
AF016--FR	- Reunion 
AF017--3B9	- Rodrigues 
AF018--IH9	- Pantelleria 
AF019--IG9	- Pelagie 
AF020--J5	- Bijagos 
AF021--ZS8M	- Marion 
AF022--ZD7	- St. Helena 
AF023--S9	- Sao Tome 
AF024--S7	- Seychelles 
AF025--S7	- Aldabra 
AF026--S7	- Cosmoledo 
AF027--FH	- Mayotte 
AF028--7O	- Socotra 
AF029--ZD9	- Tristan da Cuhna 
AF030--ZD9	- Gough 
AF031--FR/T	- Tromelin 
AF032--5H	- Zanzibar 
AF033--S7	- Amirante 
AF034--FR	- Bassas da Indi 
AF035--S7	- Farquhar 
AF036--EA9	- Chafarinas 
AF037--9L	- Banana 
AF038--ET	- Dahlak 
AF039--3C0	- Annobon 
AF040--5Z	- Coast Prov. N. 
AF041--VQ9	- Egmont 
AF042--EA9	- Alboran 
AF043--TR	- Estuaire Prov 
AF044--S9	- Principe 
AF045--6W	- Atlantic Coast North 
AF046--CT3	- Desertas 
AF047--CT3	- Selvagens 
AF048--FT8X	- Kerguelen 
AF049--3B8	- Mauritius 
AF050--5T	- Nouadhibou Pr 
AF051--3X	- Los 
AF052--T5	- Indian Ocean Coast West 
AF053--J2	- Gulf of Aden 
AF054--5H	- Mafia 
AF055--ZS1	- Penguin 
AF056--9L	- Southern Prov 
AF057--5R	- Malagasy Coast 
AF058--VQ9	- Salomon 
AF059--J2	- Saouabia 
AF060--C5	- Bijol 
AF061--C9	- Cabo Delgado 
AF062--ST	- Suakin Archipelago 
AF063--5H	- Pemba 
AF064--ZS1	- Dassen 
AF065--CN	- Mogador 
AF066--C9	- Maputo/Gaza 
AF067--5Z	- Coast Prov.s 
AF068--CN/S0	- Herne 
AF069--C9	- Maputo/Gaza 
AF070--V5	- Atlantic Coast South 
AF071--		- Geyser Bank 
AF072--C9	- Inhambane 
AF073--3V	- Qerqenah 
AF074--5H	- Lindi/Mtwara Region 
AF075--5H	- Dar es Salaam/Pwani 
AF076--5N	- Gulf of Guinea 
AF077--ZS1	- Cape Province 
AF078--6W2	- Atlantic Coast South Group 
AF079--ZS2	- Cape Province-Indian Ocean coast Group 
AF080--E30	- Red Sea Coast North group 
AF081--E30	- Red Sea Coast South group 
